#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
VEGFA	DCN	1855611	1842218	9606.ENSP00000361125	9606.ENSP00000052754	0	0	0	0	0	0	0	0.68	0.68
CCL5	HGF	1847396	1842916	9606.ENSP00000293272	9606.ENSP00000222390	0	0	0	0	0.043	0	0	0.677	0.678
ICAM1	TNFSF11	1845628	1843537	9606.ENSP00000264832	9606.ENSP00000239849	0	0	0	0	0	0	0	0.677	0.678
SPP1	MMP9	1858269	1855661	9606.ENSP00000378517	9606.ENSP00000361405	0	0	0	0	0.113	0	0	0.652	0.678
TNC	IL6	1845696	1844631	9606.ENSP00000265131	9606.ENSP00000258743	0	0	0	0	0.059	0	0	0.671	0.677
IL18	TNFSF10	1846668	1843591	9606.ENSP00000280357	9606.ENSP00000241261	0	0	0	0	0	0	0	0.677	0.677
IL6R	CCL2	1854808	1843055	9606.ENSP00000357470	9606.ENSP00000225831	0	0	0	0	0	0	0	0.675	0.675
TNFRSF9	IL6	1856697	1844631	9606.ENSP00000366729	9606.ENSP00000258743	0	0	0	0	0.053	0	0	0.67	0.674
CNTN1	TNC	1850758	1845696	9606.ENSP00000325660	9606.ENSP00000265131	0	0	0	0	0.055	0.36	0	0.504	0.674
MMP9	NGF	1855661	1855044	9606.ENSP00000361405	9606.ENSP00000358525	0	0	0	0	0	0	0	0.674	0.674
IL8	SERPINE1	1848852	1842959	9606.ENSP00000306512	9606.ENSP00000223095	0	0	0	0	0.088	0	0	0.658	0.674
CDH5	EGFR	1852772	1846445	9606.ENSP00000344115	9606.ENSP00000275493	0	0	0	0	0.054	0.165	0	0.619	0.673
CXCL10	TNFSF11	1848754	1843537	9606.ENSP00000305651	9606.ENSP00000239849	0	0	0	0	0	0	0	0.673	0.673
CCL11	OSM	1848388	1842507	9606.ENSP00000302234	9606.ENSP00000215781	0	0	0	0	0	0	0	0.673	0.673
ITGAM	CXCL10	1862188	1848754	9606.ENSP00000441691	9606.ENSP00000305651	0	0	0	0	0.045	0	0	0.671	0.673
SRC	DECR1	1853652	1842800	9606.ENSP00000350941	9606.ENSP00000220764	0	0	0	0	0.049	0.065	0	0.662	0.673
SERPINE1	MMP2	1842959	1842719	9606.ENSP00000223095	9606.ENSP00000219070	0	0	0	0	0.045	0	0	0.671	0.672
CDH1	SERPINE1	1844988	1842959	9606.ENSP00000261769	9606.ENSP00000223095	0	0	0	0	0	0	0	0.672	0.672
CCL20	CCL3	1853751	1843010	9606.ENSP00000351671	9606.ENSP00000225245	0	0	0	0	0.057	0	0	0.666	0.671
ITGAM	KITLG	1862188	1843134	9606.ENSP00000441691	9606.ENSP00000228280	0	0	0	0	0	0	0	0.671	0.671
CD40	IL7	1855654	1845425	9606.ENSP00000361359	9606.ENSP00000263851	0	0	0	0	0.075	0	0	0.658	0.67
VEGFA	RETN	1855611	1842846	9606.ENSP00000361125	9606.ENSP00000221515	0	0	0	0	0	0	0	0.67	0.67
PLTP	LPL	1855678	1849220	9606.ENSP00000361508	9606.ENSP00000309757	0	0	0	0	0.042	0	0	0.67	0.67
LEP	EGFR	1849557	1846445	9606.ENSP00000312652	9606.ENSP00000275493	0	0	0	0	0	0	0	0.67	0.67
IL10	NRP1	1860958	1845737	9606.ENSP00000412237	9606.ENSP00000265371	0	0	0	0	0	0	0	0.67	0.67
MMP9	TNFSF10	1855661	1843591	9606.ENSP00000361405	9606.ENSP00000241261	0	0	0	0	0	0	0	0.67	0.67
TNC	VWF	1845696	1844904	9606.ENSP00000265131	9606.ENSP00000261405	0	0	0	0	0	0	0	0.67	0.67
SELE	IL18	1851385	1846668	9606.ENSP00000331736	9606.ENSP00000280357	0	0	0	0	0	0	0	0.67	0.67
CXCL1	MMP9	1858329	1855661	9606.ENSP00000379110	9606.ENSP00000361405	0	0	0	0	0	0.36	0	0.505	0.669
NPPB	REN	1856504	1846232	9606.ENSP00000365651	9606.ENSP00000272190	0	0	0	0	0	0	0	0.669	0.669
TNFRSF11B	IL18	1847859	1846668	9606.ENSP00000297350	9606.ENSP00000280357	0	0	0	0	0	0	0	0.669	0.669
LILRB2	NOTCH1	1857946	1846535	9606.ENSP00000375629	9606.ENSP00000277541	0	0	0	0	0	0.36	0	0.503	0.668
CCL2	CCL22	1843055	1842731	9606.ENSP00000225831	9606.ENSP00000219235	0	0	0	0	0	0	0	0.668	0.668
IGFBP3	EGFR	1857331	1846445	9606.ENSP00000370473	9606.ENSP00000275493	0	0	0	0	0	0.36	0	0.503	0.668
CSTB	AMBP	1847296	1845697	9606.ENSP00000291568	9606.ENSP00000265132	0	0	0	0	0	0	0	0.668	0.668
CCL8	CXCL9	1858210	1854250	9606.ENSP00000378118	9606.ENSP00000354901	0	0	0	0	0.243	0	0	0.579	0.668
EGFR	MMP2	1846445	1842719	9606.ENSP00000275493	9606.ENSP00000219070	0	0	0	0	0.05	0	0	0.665	0.668
CD40	FCGR3B	1855654	1847507	9606.ENSP00000361359	9606.ENSP00000294800	0	0	0	0	0.054	0	0	0.663	0.667
CTSD	GRN	1843439	1842222	9606.ENSP00000236671	9606.ENSP00000053867	0	0	0	0	0.602	0	0	0.196	0.667
REN	IL6	1846232	1844631	9606.ENSP00000272190	9606.ENSP00000258743	0	0	0	0	0	0	0	0.667	0.667
CXCL1	CCL11	1858329	1848388	9606.ENSP00000379110	9606.ENSP00000302234	0	0	0	0	0.074	0	0	0.656	0.667
SRC	SIRPA	1853652	1853282	9606.ENSP00000350941	9606.ENSP00000348307	0	0	0	0	0	0.136	0	0.631	0.667
CD40	FCGR2A	1855654	1846197	9606.ENSP00000361359	9606.ENSP00000271450	0	0	0	0	0	0	0	0.666	0.666
TNFSF11	CCL3	1843537	1843010	9606.ENSP00000239849	9606.ENSP00000225245	0	0	0	0	0	0	0	0.665	0.666
FLT3LG	ITGAM	1864052	1862188	9606.ENSP00000468977	9606.ENSP00000441691	0	0	0	0	0	0	0	0.666	0.666
ICAM1	SERPINE1	1845628	1842959	9606.ENSP00000264832	9606.ENSP00000223095	0	0	0	0	0.054	0	0	0.661	0.666
CCL5	SELL	1847396	1843434	9606.ENSP00000293272	9606.ENSP00000236147	0	0	0	0	0.137	0	0	0.628	0.665
CD40	SELL	1855654	1843434	9606.ENSP00000361359	9606.ENSP00000236147	0	0	0	0	0	0	0	0.665	0.665
MMP9	VCAM1	1855661	1847502	9606.ENSP00000361405	9606.ENSP00000294728	0	0	0	0	0	0	0	0.665	0.665
MMP3	CCL5	1848108	1847396	9606.ENSP00000299855	9606.ENSP00000293272	0	0	0	0	0.055	0	0	0.66	0.665
CST3	CTSD	1856578	1843439	9606.ENSP00000366124	9606.ENSP00000236671	0	0	0	0	0.115	0.36	0	0.454	0.664
SRC	EIF4EBP1	1853652	1852358	9606.ENSP00000350941	9606.ENSP00000340691	0	0	0	0	0	0	0	0.663	0.664
CCL2	CX3CL1	1843055	1842139	9606.ENSP00000225831	9606.ENSP00000006053	0	0	0	0	0.053	0	0	0.66	0.664
CD40	IL12B	1855654	1843283	9606.ENSP00000361359	9606.ENSP00000231228	0	0	0	0	0.059	0	0	0.657	0.664
CCL2	TIMP1	1843055	1842705	9606.ENSP00000225831	9606.ENSP00000218388	0	0	0	0	0.127	0	0	0.63	0.663
KIT	THPO	1847112	1842420	9606.ENSP00000288135	9606.ENSP00000204615	0	0	0	0	0	0	0	0.663	0.663
VWF	IL6	1844904	1844631	9606.ENSP00000261405	9606.ENSP00000258743	0	0	0	0	0	0	0	0.663	0.663
CXCL11	CCL2	1848890	1843055	9606.ENSP00000306884	9606.ENSP00000225831	0	0	0	0	0.057	0	0	0.658	0.663
LEP	CCL2	1849557	1843055	9606.ENSP00000312652	9606.ENSP00000225831	0	0	0	0	0	0	0	0.663	0.663
MMP9	COL1A1	1855661	1843064	9606.ENSP00000361405	9606.ENSP00000225964	0	0	0	0	0.151	0.329	0	0.456	0.663
KIT	IL7	1847112	1845425	9606.ENSP00000288135	9606.ENSP00000263851	0	0	0	0	0	0	0	0.663	0.663
VCAM1	SERPINE1	1847502	1842959	9606.ENSP00000294728	9606.ENSP00000223095	0	0	0	0	0	0	0	0.663	0.663
ICAM1	CX3CL1	1845628	1842139	9606.ENSP00000264832	9606.ENSP00000006053	0	0	0	0	0.053	0	0	0.659	0.663
ITGAM	VCAM1	1862188	1847502	9606.ENSP00000441691	9606.ENSP00000294728	0	0	0	0	0	0	0	0.662	0.662
VEGFA	TIMP2	1855611	1845213	9606.ENSP00000361125	9606.ENSP00000262768	0	0	0	0	0.055	0	0	0.658	0.662
PGF	SERPINE1	1862737	1842959	9606.ENSP00000451040	9606.ENSP00000223095	0	0	0	0	0	0	0	0.662	0.662
ACE2	DECR1	1844133	1842800	9606.ENSP00000252519	9606.ENSP00000220764	0	0	0	0	0.051	0	0	0.659	0.662
CXCL11	CCL3	1848890	1843010	9606.ENSP00000306884	9606.ENSP00000225245	0	0	0	0	0.054	0	0	0.658	0.662
CD40	LEP	1855654	1849557	9606.ENSP00000361359	9606.ENSP00000312652	0	0	0	0	0	0	0	0.661	0.661
TF	CTSD	1859071	1843439	9606.ENSP00000385834	9606.ENSP00000236671	0	0	0	0	0	0	0	0.661	0.661
CCL2	CCL17	1843055	1842733	9606.ENSP00000225831	9606.ENSP00000219244	0	0	0	0	0.045	0	0	0.66	0.661
LPL	APOC1	1849220	1844129	9606.ENSP00000309757	9606.ENSP00000252491	0	0	0	0	0	0	0	0.66	0.66
ITGAM	MPO	1862188	1843011	9606.ENSP00000441691	9606.ENSP00000225275	0	0	0	0	0	0	0	0.66	0.66
FCGR2A	IL6	1846197	1844631	9606.ENSP00000271450	9606.ENSP00000258743	0	0	0	0	0.047	0	0	0.658	0.66
LEP	TIMP1	1849557	1842705	9606.ENSP00000312652	9606.ENSP00000218388	0	0	0	0	0	0	0	0.66	0.66
CDH5	IL6	1852772	1844631	9606.ENSP00000344115	9606.ENSP00000258743	0	0	0	0	0	0	0	0.66	0.66
CDH5	VCAM1	1852772	1847502	9606.ENSP00000344115	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.653	0.66
IL7	OSM	1845425	1842507	9606.ENSP00000263851	9606.ENSP00000215781	0	0	0	0	0	0	0	0.66	0.66
TIMP1	OSM	1842705	1842507	9606.ENSP00000218388	9606.ENSP00000215781	0	0	0	0	0	0	0	0.66	0.66
CXCL9	CCL22	1854250	1842731	9606.ENSP00000354901	9606.ENSP00000219235	0	0	0	0	0	0	0	0.659	0.659
IL10	CCL22	1860958	1842731	9606.ENSP00000412237	9606.ENSP00000219235	0	0	0	0	0	0	0	0.659	0.659
IL7	TNFSF11	1845425	1843537	9606.ENSP00000263851	9606.ENSP00000239849	0	0	0	0	0	0	0	0.659	0.659
CCL2	MPO	1843055	1843011	9606.ENSP00000225831	9606.ENSP00000225275	0	0	0	0	0	0	0	0.658	0.658
FLT3LG	THPO	1864052	1842420	9606.ENSP00000468977	9606.ENSP00000204615	0	0	0	0	0	0	0	0.658	0.658
VEGFA	REN	1855611	1846232	9606.ENSP00000361125	9606.ENSP00000272190	0	0	0	0	0	0	0	0.658	0.658
SELP	MPO	1845393	1843011	9606.ENSP00000263686	9606.ENSP00000225275	0	0	0	0	0	0	0	0.658	0.658
CCL20	CCL17	1853751	1842733	9606.ENSP00000351671	9606.ENSP00000219244	0	0	0	0	0	0	0	0.658	0.658
CCL19	CCL23	1849114	1847401	9606.ENSP00000308815	9606.ENSP00000293280	0	0	0	0	0	0	0	0.658	0.658
NGF	IL6	1855044	1844631	9606.ENSP00000358525	9606.ENSP00000258743	0	0	0	0	0	0	0	0.658	0.658
NCAM1	IL6	1850053	1844631	9606.ENSP00000318472	9606.ENSP00000258743	0	0	0	0	0	0	0	0.658	0.658
IL10	CCL17	1860958	1842733	9606.ENSP00000412237	9606.ENSP00000219244	0	0	0	0	0	0	0	0.658	0.658
MCL1	CSTB	1854935	1847296	9606.ENSP00000358022	9606.ENSP00000291568	0	0	0	0	0	0	0	0.658	0.658
CSTB	COMP	1847296	1842901	9606.ENSP00000291568	9606.ENSP00000222271	0	0	0	0	0	0	0	0.658	0.658
IL8	DECR1	1848852	1842800	9606.ENSP00000306512	9606.ENSP00000220764	0	0	0	0	0	0	0	0.658	0.658
IL8	IL7	1848852	1845425	9606.ENSP00000306512	9606.ENSP00000263851	0	0	0	0	0	0	0	0.658	0.658
LEP	REN	1849557	1846232	9606.ENSP00000312652	9606.ENSP00000272190	0	0	0	0	0	0	0	0.658	0.658
CCL24	CCL17	1842947	1842733	9606.ENSP00000222902	9606.ENSP00000219244	0	0	0	0	0	0	0	0.658	0.658
SPP1	TNFSF11	1858269	1843537	9606.ENSP00000378517	9606.ENSP00000239849	0	0	0	0	0	0	0	0.658	0.658
PRSS3	REG1A	1854099	1843366	9606.ENSP00000354280	9606.ENSP00000233735	0	0	0	0	0.056	0.102	0	0.629	0.658
CXCL11	ICAM1	1848890	1845628	9606.ENSP00000306884	9606.ENSP00000264832	0	0	0	0	0	0	0	0.658	0.658
CD40	IL4R	1855654	1842312	9606.ENSP00000361359	9606.ENSP00000170630	0	0	0	0	0.053	0.329	0	0.504	0.657
VEGFA	CXCL10	1855611	1848754	9606.ENSP00000361125	9606.ENSP00000305651	0	0	0	0	0	0	0	0.656	0.656
SRC	CSF1	1853652	1850929	9606.ENSP00000350941	9606.ENSP00000327513	0	0	0	0	0	0.111	0	0.629	0.656
CXCL5	CCL3	1847663	1843010	9606.ENSP00000296027	9606.ENSP00000225245	0	0	0	0	0.072	0	0	0.643	0.654
CXCL11	CCL4	1848890	1843996	9606.ENSP00000306884	9606.ENSP00000250151	0	0	0	0	0.101	0	0	0.631	0.654
LEP	CDH1	1849557	1844988	9606.ENSP00000312652	9606.ENSP00000261769	0	0	0	0	0	0	0	0.653	0.653
CCL3	MMP2	1843010	1842719	9606.ENSP00000225245	9606.ENSP00000219070	0	0	0	0	0	0	0	0.652	0.653
F2R	IL6	1850333	1844631	9606.ENSP00000321326	9606.ENSP00000258743	0	0	0	0	0	0	0	0.651	0.651
IL17RA	IL17D	1850297	1848471	9606.ENSP00000320936	9606.ENSP00000302924	0	0	0	0	0	0	0	0.651	0.651
CSF1	IL8	1850929	1848852	9606.ENSP00000327513	9606.ENSP00000306512	0	0	0	0	0	0	0	0.65	0.65
CCL20	CCL4	1853751	1843996	9606.ENSP00000351671	9606.ENSP00000250151	0	0	0	0	0.071	0	0	0.638	0.65
EGFR	PI3	1846445	1843690	9606.ENSP00000275493	9606.ENSP00000243924	0	0	0	0	0	0	0	0.65	0.65
CXCL1	CCL7	1858329	1856894	9606.ENSP00000379110	9606.ENSP00000367832	0	0	0	0	0.092	0	0	0.63	0.649
CXCL5	IL6	1847663	1844631	9606.ENSP00000296027	9606.ENSP00000258743	0	0	0	0	0.085	0	0	0.632	0.649
CD274	CCL2	1857401	1843055	9606.ENSP00000370989	9606.ENSP00000225831	0	0	0	0	0.055	0	0	0.644	0.649
CCL5	CX3CL1	1847396	1842139	9606.ENSP00000293272	9606.ENSP00000006053	0	0	0	0	0	0	0	0.648	0.648
ITGAM	CD163	1862188	1853796	9606.ENSP00000441691	9606.ENSP00000352071	0	0	0	0	0.305	0	0	0.514	0.648
CCL19	CCL17	1849114	1842733	9606.ENSP00000308815	9606.ENSP00000219244	0	0	0	0	0.089	0	0	0.629	0.647
TIE1	ANGPTL3	1855687	1855412	9606.ENSP00000361554	9606.ENSP00000360170	0	0	0	0	0	0.145	0	0.604	0.647
PLAU	CCL2	1855748	1843055	9606.ENSP00000361850	9606.ENSP00000225831	0	0	0	0	0.058	0	0	0.641	0.647
TFPI	PLAT	1843343	1842802	9606.ENSP00000233156	9606.ENSP00000220809	0	0	0	0	0.054	0.184	0	0.578	0.646
CD40	CXCL10	1855654	1848754	9606.ENSP00000361359	9606.ENSP00000305651	0	0	0	0	0.084	0	0	0.63	0.646
SERPINA5	PLAT	1851559	1842802	9606.ENSP00000333203	9606.ENSP00000220809	0.074	0	0	0	0.044	0.415	0	0.396	0.646
NGF	HMOX1	1855044	1842546	9606.ENSP00000358525	9606.ENSP00000216117	0	0	0	0	0	0	0	0.646	0.646
MARCO	CCL19	1850096	1849114	9606.ENSP00000318916	9606.ENSP00000308815	0	0	0	0	0.088	0	0	0.628	0.646
SRC	MMP7	1853652	1844765	9606.ENSP00000350941	9606.ENSP00000260227	0	0	0	0	0.053	0	0	0.64	0.645
IGFBP3	MMP9	1857331	1855661	9606.ENSP00000370473	9606.ENSP00000361405	0	0	0	0	0.042	0	0	0.645	0.645
XCL1	CXCL10	1854666	1848754	9606.ENSP00000356792	9606.ENSP00000305651	0	0	0	0	0.053	0	0	0.64	0.644
PRTN3	AZU1	1843396	1843379	9606.ENSP00000234347	9606.ENSP00000233997	0	0	0.526	0.907	0.599	0	0	0.731	0.643
CCL4	CCL17	1843996	1842733	9606.ENSP00000250151	9606.ENSP00000219244	0	0	0	0	0.054	0	0	0.637	0.642
ITGAM	IL7R	1862188	1848815	9606.ENSP00000441691	9606.ENSP00000306157	0	0	0	0	0.073	0	0	0.63	0.642
SRC	CHL1	1853652	1844445	9606.ENSP00000350941	9606.ENSP00000256509	0	0	0	0	0.055	0.095	0	0.615	0.642
LEP	FABP4	1849557	1844407	9606.ENSP00000312652	9606.ENSP00000256104	0	0	0	0	0.072	0	0	0.629	0.641
SPP1	PLAU	1858269	1855748	9606.ENSP00000378517	9606.ENSP00000361850	0	0	0	0	0	0	0	0.641	0.641
TNFSF13B	MCL1	1856399	1854935	9606.ENSP00000365048	9606.ENSP00000358022	0	0	0	0	0.053	0	0	0.637	0.641
CCL7	CXCL9	1856894	1854250	9606.ENSP00000367832	9606.ENSP00000354901	0	0	0	0	0.056	0	0	0.634	0.64
MET	EGFR	1849944	1846445	9606.ENSP00000317272	9606.ENSP00000275493	0	0	0	0.634	0.094	0.432	0	0.903	0.64
VCAM1	EGFR	1847502	1846445	9606.ENSP00000294728	9606.ENSP00000275493	0	0	0	0	0	0	0	0.639	0.639
CSF1	MPO	1850929	1843011	9606.ENSP00000327513	9606.ENSP00000225275	0	0	0	0	0.042	0	0	0.639	0.639
CXCL10	HMOX1	1848754	1842546	9606.ENSP00000305651	9606.ENSP00000216117	0	0	0	0	0	0	0	0.639	0.639
VCAM1	RETN	1847502	1842846	9606.ENSP00000294728	9606.ENSP00000221515	0	0	0	0	0	0	0	0.639	0.639
ITGAM	IL7	1862188	1845425	9606.ENSP00000441691	9606.ENSP00000263851	0	0	0	0	0	0	0	0.639	0.639
IL10	LTA	1860958	1860412	9606.ENSP00000412237	9606.ENSP00000403495	0	0	0	0	0.053	0	0	0.634	0.639
AXIN1	CDH1	1845118	1844988	9606.ENSP00000262320	9606.ENSP00000261769	0	0	0	0	0	0.065	0	0.63	0.639
PI3	CCL2	1843690	1843055	9606.ENSP00000243924	9606.ENSP00000225831	0	0	0	0	0	0	0	0.639	0.639
VEGFA	CX3CL1	1855611	1842139	9606.ENSP00000361125	9606.ENSP00000006053	0	0	0	0	0	0	0	0.639	0.639
LTA	IL6	1860412	1844631	9606.ENSP00000403495	9606.ENSP00000258743	0	0	0	0	0.066	0	0	0.628	0.638
SELE	SERPINE1	1851385	1842959	9606.ENSP00000331736	9606.ENSP00000223095	0	0	0	0	0	0	0	0.638	0.638
SRC	KITLG	1853652	1843134	9606.ENSP00000350941	9606.ENSP00000228280	0	0	0	0	0.054	0.069	0	0.622	0.638
MMP9	CHI3L1	1855661	1844377	9606.ENSP00000361405	9606.ENSP00000255409	0	0	0	0	0.102	0	0	0.613	0.638
VEGFA	OLR1	1855611	1849145	9606.ENSP00000361125	9606.ENSP00000309124	0	0	0	0	0	0	0	0.637	0.637
TNFRSF9	IL8	1856697	1848852	9606.ENSP00000366729	9606.ENSP00000306512	0	0	0	0	0	0	0	0.637	0.637
CD163	CCL18	1853796	1842123	9606.ENSP00000352071	9606.ENSP00000004921	0	0	0	0	0.302	0	0	0.501	0.637
CD5	CD4	1852615	1842167	9606.ENSP00000342681	9606.ENSP00000011653	0	0	0	0	0.106	0.336	0	0.436	0.636
IL18	CCL3	1846668	1843010	9606.ENSP00000280357	9606.ENSP00000225245	0	0	0	0	0	0	0	0.636	0.636
PLAU	TIMP1	1855748	1842705	9606.ENSP00000361850	9606.ENSP00000218388	0	0	0	0	0.058	0	0	0.63	0.636
PLAUR	MMP2	1852201	1842719	9606.ENSP00000339328	9606.ENSP00000219070	0	0	0	0	0	0	0	0.635	0.635
EGFR	NRP1	1846445	1845737	9606.ENSP00000275493	9606.ENSP00000265371	0	0	0	0	0	0.128	0	0.599	0.635
PLXNB2	NRP1	1853831	1845737	9606.ENSP00000352288	9606.ENSP00000265371	0	0	0	0	0	0	0.54	0.241	0.635
SELE	ITGB2	1851385	1848511	9606.ENSP00000331736	9606.ENSP00000303242	0	0	0	0	0.054	0	0	0.63	0.635
NOTCH1	NRP1	1846535	1845737	9606.ENSP00000277541	9606.ENSP00000265371	0	0	0	0	0	0	0	0.634	0.634
CCL23	CCL2	1847401	1843055	9606.ENSP00000293280	9606.ENSP00000225831	0	0	0	0	0.053	0	0	0.63	0.634
SRC	HMOX1	1853652	1842546	9606.ENSP00000350941	9606.ENSP00000216117	0	0	0	0	0	0	0	0.634	0.634
CCL11	MMP3	1848388	1848108	9606.ENSP00000302234	9606.ENSP00000299855	0	0	0	0	0.054	0	0	0.629	0.634
CD40	VCAM1	1855654	1847502	9606.ENSP00000361359	9606.ENSP00000294728	0	0	0	0	0.053	0	0	0.63	0.634
IL6	COL1A1	1844631	1843064	9606.ENSP00000258743	9606.ENSP00000225964	0	0	0	0	0	0	0	0.634	0.634
TEK	VWF	1857139	1844904	9606.ENSP00000369375	9606.ENSP00000261405	0	0	0	0	0.055	0	0	0.629	0.634
TFPI	SERPINE1	1843343	1842959	9606.ENSP00000233156	9606.ENSP00000223095	0	0	0	0	0.055	0	0	0.628	0.633
FCGR3B	ICAM1	1847507	1845628	9606.ENSP00000294800	9606.ENSP00000264832	0	0	0	0	0.05	0	0	0.63	0.633
CCL11	VCAM1	1848388	1847502	9606.ENSP00000302234	9606.ENSP00000294728	0	0	0	0	0.053	0	0	0.629	0.633
VEGFA	NOTCH3	1855611	1845350	9606.ENSP00000361125	9606.ENSP00000263388	0	0	0	0	0	0	0	0.633	0.633
IL10	SLAMF1	1860958	1848818	9606.ENSP00000412237	9606.ENSP00000306190	0	0	0	0	0.068	0	0	0.622	0.633
CCL11	ICAM1	1848388	1845628	9606.ENSP00000302234	9606.ENSP00000264832	0	0	0	0	0.054	0	0	0.628	0.633
IL10	CD5	1860958	1852615	9606.ENSP00000412237	9606.ENSP00000342681	0	0	0	0	0.053	0	0	0.629	0.633
LPL	RETN	1849220	1842846	9606.ENSP00000309757	9606.ENSP00000221515	0	0	0	0	0.049	0	0	0.629	0.632
CASP8	IL6	1853692	1844631	9606.ENSP00000351273	9606.ENSP00000258743	0	0	0	0	0.045	0	0	0.63	0.632
FAS	EGFR	1853242	1846445	9606.ENSP00000347979	9606.ENSP00000275493	0	0	0	0	0	0.36	0	0.447	0.631
ITGAM	IL12B	1862188	1843283	9606.ENSP00000441691	9606.ENSP00000231228	0	0	0	0	0	0	0	0.631	0.631
VEGFA	ANG	1855611	1851922	9606.ENSP00000361125	9606.ENSP00000336762	0	0	0	0	0	0	0	0.63	0.63
CXCL11	CCL22	1848890	1842731	9606.ENSP00000306884	9606.ENSP00000219235	0	0	0	0	0	0	0	0.63	0.63
CD40	NCAM1	1855654	1850053	9606.ENSP00000361359	9606.ENSP00000318472	0	0	0	0	0	0	0	0.63	0.63
CNTN1	CDH1	1850758	1844988	9606.ENSP00000325660	9606.ENSP00000261769	0	0	0	0	0.052	0	0	0.625	0.63
ITGAM	VEGFA	1862188	1855611	9606.ENSP00000441691	9606.ENSP00000361125	0	0	0	0	0	0	0	0.63	0.63
MCL1	AMBP	1854935	1845697	9606.ENSP00000358022	9606.ENSP00000265132	0	0	0	0	0	0	0	0.63	0.63
CD5	KIT	1852615	1847112	9606.ENSP00000342681	9606.ENSP00000288135	0	0	0	0	0	0	0	0.63	0.63
VEGFA	CSF1	1855611	1850929	9606.ENSP00000361125	9606.ENSP00000327513	0	0	0	0	0	0	0	0.63	0.63
IL10	PDCD1LG2	1860958	1858518	9606.ENSP00000412237	9606.ENSP00000380855	0	0	0	0	0.046	0	0	0.629	0.63
NCAM1	IL7	1850053	1845425	9606.ENSP00000318472	9606.ENSP00000263851	0	0	0	0	0	0	0	0.63	0.63
LPL	IL6	1849220	1844631	9606.ENSP00000309757	9606.ENSP00000258743	0	0	0	0	0	0	0	0.63	0.63
CCL20	CCL22	1853751	1842731	9606.ENSP00000351671	9606.ENSP00000219235	0	0	0	0	0	0	0	0.63	0.63
NCAM1	SELL	1850053	1843434	9606.ENSP00000318472	9606.ENSP00000236147	0	0	0	0	0	0	0	0.63	0.63
PLAU	MMP3	1855748	1848108	9606.ENSP00000361850	9606.ENSP00000299855	0	0	0	0	0.046	0	0	0.629	0.63
REN	CCL2	1846232	1843055	9606.ENSP00000272190	9606.ENSP00000225831	0	0	0	0	0	0	0	0.63	0.63
AMBP	COMP	1845697	1842901	9606.ENSP00000265132	9606.ENSP00000222271	0	0	0	0	0	0	0	0.63	0.63
F2R	VWF	1850333	1844904	9606.ENSP00000321326	9606.ENSP00000261405	0	0	0	0	0	0	0	0.63	0.63
IL8	FCGR3B	1848852	1847507	9606.ENSP00000306512	9606.ENSP00000294800	0	0	0	0	0	0	0	0.63	0.63
IL10	IL1RN	1860958	1844670	9606.ENSP00000412237	9606.ENSP00000259206	0	0	0	0	0	0	0	0.63	0.63
IL6	TNFSF10	1844631	1843591	9606.ENSP00000258743	9606.ENSP00000241261	0	0	0	0	0	0	0	0.63	0.63
CXCL11	CCL17	1848890	1842733	9606.ENSP00000306884	9606.ENSP00000219244	0	0	0	0	0	0	0	0.63	0.63
IL6R	LIFR	1854808	1845354	9606.ENSP00000357470	9606.ENSP00000263409	0	0	0	0	0	0	0	0.63	0.63
FLT3LG	IL7	1864052	1845425	9606.ENSP00000468977	9606.ENSP00000263851	0	0	0	0	0	0	0	0.63	0.63
IL8	MMP3	1848852	1848108	9606.ENSP00000306512	9606.ENSP00000299855	0	0	0	0	0	0	0	0.63	0.63
IGFBP3	LEP	1857331	1849557	9606.ENSP00000370473	9606.ENSP00000312652	0	0	0	0	0	0	0	0.63	0.63
ITGAM	NCAM1	1862188	1850053	9606.ENSP00000441691	9606.ENSP00000318472	0	0	0	0	0	0	0	0.63	0.63
NCAM1	ICAM1	1850053	1845628	9606.ENSP00000318472	9606.ENSP00000264832	0	0	0	0	0	0	0	0.63	0.63
TNFSF13B	CD40	1856399	1855654	9606.ENSP00000365048	9606.ENSP00000361359	0	0	0	0	0	0	0	0.629	0.629
IL10	SELP	1860958	1845393	9606.ENSP00000412237	9606.ENSP00000263686	0	0	0	0	0	0	0	0.629	0.629
SOD2	HMOX1	1854504	1842546	9606.ENSP00000356022	9606.ENSP00000216117	0	0	0	0	0.056	0	0	0.623	0.629
FCGR3B	CEACAM8	1847507	1843712	9606.ENSP00000294800	9606.ENSP00000244336	0	0	0	0	0	0	0	0.629	0.629
VWF	TFPI	1844904	1843343	9606.ENSP00000261405	9606.ENSP00000233156	0	0	0	0	0	0	0	0.628	0.628
SELP	SERPINE1	1845393	1842959	9606.ENSP00000263686	9606.ENSP00000223095	0	0	0	0	0	0	0	0.628	0.628
SELL	CCL2	1843434	1843055	9606.ENSP00000236147	9606.ENSP00000225831	0	0	0	0	0	0	0	0.628	0.628
